RecordID,Park,Animal,Visitors,TempC,RainfallMM,Season,Detected,ModelScore,VisitDate
1368,Murchison Falls,Chimpanzee,403,19.2,191,Dry,Yes,0.66,12/23/2024
1369,Bwindi,Buffalo,88,34.8,293,Dry,Yes,0.62,8/12/2024
1370,Kibale,Gorilla,135,21.4,82,Wet,Yes,0.54,1/13/2024
1371,Kibale,Hippo,69,21.5,71,Dry,No,0.88,10/17/2024
1372,Lake Mburo,Chimpanzee,56,23.8,270,Wet,Yes,0.91,10/19/2024
1373,Mgahinga,Buffalo,276,24,286,Dry,Yes,0.72,11/16/2024
1374,Bwindi,Chimpanzee,56,27.7,65,Wet,Yes,0.56,4/28/2024
1375,Murchison Falls,Leopard,296,23.6,114,Wet,No,0.69,7/2/2024
1376,Murchison Falls,Chimpanzee,466,20.7,147,Dry,Yes,0.92,11/8/2024
1377,Lake Mburo,Gorilla,224,28.5,279,Dry,No,0.96,5/14/2024
1378,Kibale,Elephant,36,23.7,133,Dry,No,0.94,1/31/2024
1379,Queen Elizabeth,Lion,300,31.9,168,Dry,Yes,0.74,10/15/2024
1380,Lake Mburo,Hippo,447,31,18,Wet,Yes,0.97,11/2/2024
1381,Kibale,Leopard,495,19.4,282,Wet,Yes,0.63,1/22/2024
1382,Murchison Falls,Elephant,274,26.6,179,Wet,No,0.65,4/26/2024
1383,Murchison Falls,Elephant,33,31.2,100,Wet,Yes,0.77,1/27/2024
1384,Bwindi,Chimpanzee,213,29.8,220,Wet,Yes,0.56,3/1/2024
1385,Lake Mburo,Gorilla,200,21.3,223,Dry,Yes,0.61,10/28/2024
1386,Murchison Falls,Lion,231,30.7,274,Dry,Yes,0.93,5/7/2024
1387,Mgahinga,Elephant,59,19,224,Dry,No,0.52,6/28/2024
1388,Lake Mburo,Hippo,475,22.2,149,Dry,No,0.73,3/3/2024
1389,Kibale,Elephant,59,22.3,278,Dry,No,0.85,7/1/2024
1390,Mgahinga,Lion,247,30.1,187,Wet,Yes,0.76,5/16/2024
1391,Kidepo,Hippo,297,26.6,27,Wet,No,0.85,11/14/2024
1392,Bwindi,Gorilla,60,21.5,70,Dry,No,0.86,4/17/2024
1393,Murchison Falls,Gorilla,391,31.9,72,Dry,Yes,0.84,11/28/2024
1394,Mgahinga,Buffalo,78,18.4,17,Wet,No,0.79,6/2/2024
1395,Mgahinga,Elephant,50,22.7,196,Wet,Yes,0.92,7/15/2024
1396,Bwindi,Elephant,134,21.5,94,Wet,Yes,0.82,1/17/2024
1397,Lake Mburo,Chimpanzee,198,33.9,172,Wet,Yes,0.87,6/23/2024
1398,Kibale,Chimpanzee,338,25.4,218,Dry,Yes,0.77,12/13/2024
1399,Kidepo,Chimpanzee,500,27.1,217,Wet,Yes,0.97,8/27/2024
1400,Kibale,Lion,87,33.4,143,Wet,Yes,0.99,10/4/2024
1401,Kidepo,Gorilla,312,24.7,140,Wet,No,0.82,11/30/2024
1402,Mgahinga,Chimpanzee,331,18.2,157,Wet,No,0.92,8/15/2024
1403,Bwindi,Elephant,245,18.2,18,Wet,No,0.81,10/11/2024
1404,Queen Elizabeth,Buffalo,49,27.9,40,Wet,No,0.97,8/13/2024
1405,Queen Elizabeth,Gorilla,412,31.4,132,Wet,Yes,0.61,3/30/2024
1406,Queen Elizabeth,Chimpanzee,336,29.2,119,Dry,Yes,0.59,9/16/2024
1407,Mgahinga,Buffalo,316,23.4,283,Dry,Yes,0.97,5/12/2024
1408,Kidepo,Elephant,367,32.4,180,Dry,Yes,0.67,2/9/2024
1409,Lake Mburo,Buffalo,77,26.7,121,Dry,No,0.78,12/14/2024
1410,Bwindi,Elephant,348,25.3,144,Dry,Yes,0.66,7/3/2024
1411,Kidepo,Buffalo,479,29.1,240,Wet,Yes,0.58,1/23/2024
1412,Kidepo,Lion,486,28.1,54,Dry,No,0.75,9/17/2024
1413,Mgahinga,Leopard,384,23.8,110,Wet,Yes,0.82,3/17/2024
1414,Bwindi,Chimpanzee,352,19.3,39,Dry,No,0.76,3/3/2024
1415,Mgahinga,Leopard,428,18.9,241,Wet,No,0.63,10/21/2024
1416,Kidepo,Lion,188,22.1,185,Dry,No,0.65,2/29/2024
1417,Kibale,Lion,247,30.5,209,Wet,Yes,0.67,9/15/2024
1418,Murchison Falls,Gorilla,354,26.2,117,Wet,No,0.61,3/5/2024
1419,Lake Mburo,Lion,417,33.5,299,Dry,No,0.89,6/23/2024
1420,Kidepo,Elephant,61,24.9,258,Dry,No,0.81,4/11/2024
1421,Queen Elizabeth,Buffalo,27,20.8,214,Wet,No,0.86,3/5/2024
1422,Mgahinga,Elephant,446,25.3,85,Dry,Yes,0.75,9/28/2024
1423,Bwindi,Buffalo,201,20.2,285,Dry,No,0.56,6/21/2024
1424,Lake Mburo,Leopard,335,19.8,23,Dry,No,0.97,7/28/2024
1425,Kibale,Buffalo,399,32.2,148,Wet,Yes,0.86,10/28/2024
1426,Mgahinga,Leopard,62,20.6,3,Wet,No,0.69,8/12/2024
1427,Queen Elizabeth,Leopard,389,28,49,Dry,No,0.74,1/25/2024
1428,Lake Mburo,Leopard,479,26.9,260,Wet,No,0.66,6/12/2024
1429,Mgahinga,Lion,93,18.7,107,Wet,No,0.78,11/11/2024
1430,Kidepo,Elephant,197,22.8,60,Wet,No,0.74,4/24/2024
1431,Queen Elizabeth,Gorilla,500,33.6,54,Dry,No,0.57,4/15/2024
1432,Lake Mburo,Chimpanzee,280,30.8,14,Dry,Yes,0.5,1/14/2024
1433,Kidepo,Lion,164,34,292,Wet,No,0.76,8/20/2024
1434,Kidepo,Elephant,386,30,61,Wet,No,0.74,2/14/2024
1435,Mgahinga,Lion,162,30.4,59,Wet,Yes,0.86,4/23/2024
1436,Kibale,Elephant,187,20.7,171,Wet,No,0.81,9/19/2024
1437,Kibale,Chimpanzee,57,30,161,Dry,No,0.55,12/27/2024
1438,Mgahinga,Leopard,182,21.2,285,Dry,Yes,0.62,10/27/2024
1439,Bwindi,Chimpanzee,132,29.4,135,Wet,Yes,0.74,4/5/2024
1440,Kibale,Buffalo,164,20.2,45,Dry,Yes,0.71,9/8/2024
1441,Lake Mburo,Leopard,126,30.1,19,Wet,No,0.8,11/19/2024
1442,Lake Mburo,Lion,346,23.9,271,Dry,No,0.91,5/29/2024
1443,Kibale,Buffalo,270,31.5,200,Wet,No,0.64,4/22/2024
1444,Murchison Falls,Chimpanzee,411,22.9,228,Wet,Yes,0.82,2/29/2024
1445,Queen Elizabeth,Buffalo,183,29.2,177,Wet,Yes,0.88,9/4/2024
1446,Mgahinga,Chimpanzee,462,26.3,210,Dry,Yes,0.64,9/16/2024
1447,Queen Elizabeth,Chimpanzee,420,25,287,Wet,No,0.83,7/29/2024
1448,Bwindi,Chimpanzee,246,25.2,133,Dry,No,0.74,4/22/2024
1449,Kidepo,Hippo,439,18.8,229,Wet,Yes,0.78,3/26/2024
1450,Lake Mburo,Lion,419,28.6,168,Dry,Yes,0.97,1/11/2024
1451,Mgahinga,Buffalo,66,31.3,170,Wet,Yes,0.82,9/22/2024
1452,Queen Elizabeth,Gorilla,294,21.4,80,Wet,Yes,0.64,3/23/2024
1453,Kidepo,Gorilla,231,21.7,127,Dry,Yes,0.91,9/26/2024
1454,Murchison Falls,Leopard,223,31.5,21,Dry,No,0.65,4/27/2024
1455,Kibale,Chimpanzee,372,22.2,139,Dry,No,0.82,3/8/2024
1456,Mgahinga,Hippo,468,22.6,43,Dry,Yes,0.75,12/26/2024
1457,Mgahinga,Hippo,232,18.3,277,Dry,Yes,0.86,7/19/2024
1458,Queen Elizabeth,Chimpanzee,330,32.6,165,Wet,Yes,0.65,8/22/2024
1459,Queen Elizabeth,Elephant,155,34.5,295,Wet,No,0.64,2/17/2024
1460,Queen Elizabeth,Buffalo,307,22.7,145,Dry,No,0.51,9/11/2024
1461,Kibale,Buffalo,210,31,55,Wet,Yes,0.78,1/13/2024
1462,Bwindi,Chimpanzee,138,25.6,244,Dry,No,0.66,11/18/2024
1463,Murchison Falls,Elephant,307,20.9,250,Dry,Yes,0.57,11/11/2024
1464,Mgahinga,Buffalo,287,30.3,290,Dry,Yes,0.88,5/9/2024
1465,Bwindi,Gorilla,399,23.7,77,Dry,No,0.84,11/2/2024
1466,Bwindi,Chimpanzee,22,22.6,107,Wet,No,0.65,11/29/2024
1467,Queen Elizabeth,Gorilla,256,30.1,263,Dry,Yes,0.71,2/9/2024
1468,Bwindi,Lion,407,18.2,266,Dry,Yes,0.6,2/28/2024
1469,Murchison Falls,Buffalo,273,20.9,268,Wet,Yes,0.87,10/7/2024
1470,Bwindi,Buffalo,24,23,222,Wet,No,0.76,11/10/2024
1471,Kidepo,Leopard,352,20.8,148,Dry,No,0.75,5/8/2024
1472,Bwindi,Buffalo,127,33.9,69,Dry,No,0.5,8/1/2024
1473,Queen Elizabeth,Lion,260,19.1,2,Wet,Yes,0.6,2/18/2024
1474,Lake Mburo,Buffalo,189,19.6,239,Dry,Yes,0.67,10/13/2024
1475,Queen Elizabeth,Gorilla,341,18.2,98,Wet,No,0.9,8/6/2024
1476,Lake Mburo,Hippo,176,24.2,206,Wet,Yes,0.54,3/19/2024
1477,Murchison Falls,Hippo,130,22.8,134,Dry,Yes,0.89,10/27/2024
1478,Kibale,Chimpanzee,216,23.6,141,Wet,Yes,0.58,4/28/2024
1479,Queen Elizabeth,Elephant,495,31.7,75,Dry,Yes,0.73,1/1/2024
1480,Kidepo,Elephant,478,34.5,70,Wet,No,0.83,6/16/2024
1481,Kidepo,Leopard,409,20,286,Wet,No,0.88,12/27/2024
1482,Bwindi,Gorilla,179,32.3,162,Dry,Yes,0.97,11/20/2024
1483,Mgahinga,Gorilla,384,20.4,223,Wet,No,0.84,5/8/2024
1484,Kibale,Elephant,305,33.3,178,Dry,Yes,0.92,8/26/2024
1485,Mgahinga,Hippo,197,30.4,109,Dry,No,0.68,1/6/2024
1486,Queen Elizabeth,Buffalo,204,26.9,2,Wet,No,0.55,7/7/2024
1487,Kidepo,Leopard,491,18.2,139,Dry,No,0.81,7/22/2024
1488,Murchison Falls,Hippo,380,22.3,29,Dry,No,0.99,11/19/2024
1489,Bwindi,Buffalo,108,26,279,Dry,Yes,0.68,11/9/2024
1490,Kibale,Lion,381,30.5,67,Dry,No,0.91,3/2/2024
1491,Murchison Falls,Buffalo,346,30.1,160,Dry,No,0.98,4/9/2024
1492,Kibale,Leopard,397,18.3,162,Dry,No,0.75,12/6/2024
1493,Bwindi,Buffalo,448,29.4,31,Dry,Yes,0.9,9/13/2024
303,Kidepo,Leopard,413,28.4,203,Wet,Yes,0.81,8/18/2024
1493,Bwindi,Buffalo,448,29.4,31,Dry,Yes,0.9,9/13/2024
547,Bwindi,Leopard,322,19.2,193,Wet,Yes,0.55,4/13/2024
172,Kibale,Chimpanzee,457,19.5,259,Wet,No,0.78,1/22/2024
354,Murchison Falls,Elephant,129,26.1,67,Dry,No,0.5,12/22/2024
909,Murchison Falls,Buffalo,202,34.8,287,Wet,No,0.74,3/16/2024
92,Kidepo,Chimpanzee,321,34.8,156,Dry,Yes,0.96,4/16/2024
